text,label
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel ,positive
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share ",neutral
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect ",neutral
"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier ",positive
"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models ",negative
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights ,neutral
Arena Partners Oy is a development company for electronic business ,neutral
"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products ",neutral
No pricing details were disclosed ,neutral
26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors ,neutral
"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year ",positive
"One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space ",positive
The estimated synergy benefits are at least EUR7m annually ,positive
"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus ",neutral
"industry in Asia +� Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia ",neutral
No financial details were provided ,neutral
"It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion ",positive
This would be a huge process ,neutral
Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher ,neutral
The employee negotiations are to address measures needed to adjust the operations to the present production situation ,neutral
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 ",negative
"Finnish construction company YIT Oyj said on November 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy ",positive
Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics ,neutral
Status : Agree,neutral
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay solution suite ",neutral
"Auburn 's sales in 2007 were CAD 41 million ( approximately EUR 27 million ) , and the company employs some 150 people ",neutral
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) ,negative
Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 ,positive
YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets ,positive
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 ,positive
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover ",negative
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 ,negative
"Swiss bank Credit Suisse International will act as an investor in the locomotive manufacturing plant , the Astana administration said ",neutral
"Upon completion of these transactions , Metso 's stake will amount to more than 60 % ",neutral
"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover ",negative
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS ,neutral
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH ",neutral
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today ",negative
"However , the growth margin slowed down due to the financial crisis ",negative
The contract has been allotted as per lowest price criteria ,neutral
"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn ",positive
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 ",positive
EBIT margin was up from 1.4 % to 5.1 % ,positive
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 ",negative
"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system ",neutral
Inha Works has invested in its product development and market research ,neutral
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register ,neutral
"The employer-employee talks concerned about 500 people , that is , the whole staff in Finland ",neutral
The sales price was not disclosed ,neutral
In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari ,neutral
With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients ,positive
Operating profit improved by 16.7 % to EUR 7.7 mn ,positive
"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News ",neutral
"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target ",positive
Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR ,neutral
